Date,Time,Call OI,Put OI,Difference_in_OI,Nifty Spot,SP1_Call,SP2_Call,SP3_Call,SP4_Call,SP5_Call,SP6_Call,SP1_Call_Price_,SP2_Call_Price,SP3_Call_Price,SP4_Call_Price,SP5_Call_Price,SP6_Call_Price,SP1_Call_IV,SP2_Call_IV,SP3_Call_IV,SP4_Call_IV,SP5_Call_IV,SP6_Call_IV,SP1_Put,SP2_Put,SP3_Put,SP4_Put,SP5_Put,SP6_Put,SP1_Put_Price_,SP2_Put_Price,SP3_Put_Price,SP4_Put_Price,SP5_Put_Price,SP6_Put_Price,SP1_Put_IV,SP2_Put_IV,SP3_Put_IV,SP4_Put_IV,SP5_Put_IV,SP6_Put_IV
12-1-2022,11:0,522349,448482,73867,18192.35,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,86.05,58.0,35.95,20.15,10.15,4.8,16.12,16.02,15.68,15.45,15.11,15.12,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.25,10.95,15.35,21.85,32.3,48.35,22.77,21.49,20.38,19.39,18.63,18.31
12-1-2022,11:5,521384,457152,64232,18191.35,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,85.8,57.95,35.6,19.95,9.95,4.6,15.49,15.49,15.29,15.01,14.75,14.7,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.15,11.0,15.55,22.05,32.5,48.4,22.72,21.51,20.42,19.38,18.7,18.41
12-1-2022,11:10,520722,460402,60320,18194.5,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,86.9,58.7,36.45,20.55,10.4,4.95,15.49,15.49,15.29,15.01,14.75,14.7,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.25,10.85,15.1,21.45,31.55,47.55,22.72,21.51,20.42,19.38,18.7,18.41
12-1-2022,11:15,521709,463801,57908,18191.75,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,88.3,59.3,36.95,20.6,10.3,4.7,15.52,15.43,15.28,15.01,14.78,14.74,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.2,10.85,15.0,21.0,30.75,45.75,22.89,21.53,20.41,19.33,18.67,18.32
12-1-2022,11:20,500638,460858,39780,18201.3,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,59.4,36.55,20.6,10.3,4.9,2.5,15.43,15.28,15.01,14.78,14.74,15.2,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,10.75,15.0,21.1,31.0,46.4,67.2,21.53,20.41,19.33,18.67,18.32,18.05
12-1-2022,11:25,515530,467664,47866,18193.9,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,87.9,58.2,36.8,20.2,10.25,4.8,15.59,15.46,15.28,14.96,14.64,14.6,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.1,10.75,14.95,21.0,31.0,46.25,22.93,21.55,20.46,19.26,18.52,18.08
12-1-2022,11:30,519062,470321,48741,18194.6,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,86.95,58.8,36.15,20.35,10.1,4.85,15.59,15.46,15.28,14.96,14.64,14.6,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.2,10.75,14.95,21.05,31.1,46.15,22.93,21.55,20.46,19.26,18.52,18.08
12-1-2022,11:35,499360,477502,21858,18202.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,64.45,40.15,22.8,11.5,5.4,2.65,15.75,15.38,15.1,14.75,14.76,15.22,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,10.1,13.55,18.65,27.35,41.2,60.75,21.38,20.21,19.06,18.3,17.77,17.51
12-1-2022,11:40,492817,485740,7077,18212.65,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,70.7,45.85,27.1,14.2,6.95,3.5,15.75,15.38,15.1,14.75,14.76,15.22,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,9.85,13.4,18.35,26.85,40.0,58.8,21.38,20.21,19.06,18.3,17.77,17.51
12-1-2022,11:45,474310,492147,17837,18218.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,74.55,48.75,29.15,15.3,7.35,3.65,15.78,15.6,15.29,14.93,14.78,15.04,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,9.95,13.6,18.65,27.2,40.0,57.95,22.27,20.99,19.71,18.84,18.29,17.95
12-1-2022,11:50,480440,503506,23066,18203.2,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,69.75,45.25,26.65,13.85,6.7,3.4,15.78,15.6,15.29,14.93,14.78,15.04,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,10.35,14.4,19.95,29.1,42.5,61.8,22.27,20.99,19.71,18.84,18.29,17.95
12-1-2022,11:55,489301,502569,13268,18204.7,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,69.95,45.65,26.9,14.25,7.1,3.7,17.41,16.91,16.33,15.74,15.45,15.79,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,10.4,14.5,20.3,29.65,43.75,63.25,21.71,20.58,19.3,18.47,17.71,17.16
12-1-2022,12:0,496688,487097,9591,18197.95,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,98.4,67.85,43.5,25.4,13.3,6.55,18.06,17.41,16.91,16.33,15.74,15.45,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.9,10.2,14.3,20.05,29.45,43.5,23.17,21.71,20.58,19.3,18.47,17.71
12-1-2022,12:5,504453,492335,12118,18193.55,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,94.8,65.2,41.5,24.1,12.6,6.2,18.46,17.77,17.13,16.48,15.95,15.7,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.9,10.35,14.55,20.45,30.05,44.75,22.77,21.31,20.11,18.84,17.95,17.22
12-1-2022,12:10,508906,491578,17328,18188.2,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,92.0,63.15,40.35,23.35,12.1,5.9,18.46,17.77,17.13,16.48,15.95,15.7,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,8.1,10.6,14.95,21.25,31.25,46.25,22.77,21.31,20.11,18.84,17.95,17.22
12-1-2022,12:15,521547,490796,30751,18196.6,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,97.25,66.6,43.3,24.95,13.2,6.5,18.11,17.51,17.04,16.49,15.98,15.76,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.5,9.75,13.65,19.4,28.6,42.8,22.47,21.0,19.89,18.76,17.93,17.32
12-1-2022,12:20,524928,492670,32258,18194.25,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,96.55,66.35,42.5,24.75,12.85,6.35,18.11,17.51,17.04,16.49,15.98,15.76,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.5,9.9,13.95,19.85,29.35,43.75,22.47,21.0,19.89,18.76,17.93,17.32
12-1-2022,12:26,525938,493321,32617,18191.55,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,93.5,63.9,40.55,23.25,12.05,5.9,17.91,17.31,16.81,16.27,15.81,15.61,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.65,10.2,14.55,20.85,30.9,45.6,22.54,21.09,19.93,18.79,18.0,17.39
12-1-2022,12:31,529406,495353,34053,18186.15,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,92.85,63.55,40.35,23.0,11.9,5.85,17.91,17.31,16.81,16.27,15.81,15.61,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.65,10.2,14.45,20.85,30.75,45.45,22.54,21.09,19.93,18.79,18.0,17.39
12-1-2022,12:36,533762,494662,39100,18190.45,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,95.15,65.1,41.5,23.75,12.2,5.9,18.56,17.86,17.25,16.55,16.0,15.91,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.35,9.8,13.9,19.75,29.2,43.45,22.04,20.65,19.55,18.47,17.59,16.85
12-1-2022,12:44,536479,499239,37240,18190.65,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,92.4,63.35,40.05,23.0,11.75,5.65,17.61,17.03,16.63,16.04,15.49,15.32,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.5,10.05,14.45,20.55,30.5,45.75,22.28,20.92,19.85,18.72,17.91,17.29
12-1-2022,12:49,544609,498670,45939,18193.9,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,94.4,64.4,41.0,23.55,11.95,5.7,17.61,17.03,16.63,16.04,15.49,15.32,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.45,9.9,14.05,20.0,29.7,44.1,22.28,20.92,19.85,18.72,17.91,17.29
12-1-2022,12:54,544078,499925,44153,18195.15,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,94.85,64.85,41.15,23.65,12.1,5.75,17.7,17.1,16.64,16.09,15.52,15.29,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.45,9.8,13.95,19.85,29.45,43.85,22.33,20.95,19.86,18.74,17.95,17.31
12-1-2022,12:59,550225,499343,50882,18182.1,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,87.45,59.7,37.3,21.4,10.85,5.3,17.7,17.1,16.64,16.09,15.52,15.29,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.55,10.3,15.05,21.65,32.5,47.8,22.33,20.95,19.86,18.74,17.95,17.31
12-1-2022,13:4,555621,501734,53887,18183.5,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,92.0,62.6,39.6,22.65,11.4,5.55,18.22,17.62,17.09,16.51,15.91,15.73,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.4,9.8,14.0,20.1,29.95,44.5,21.59,20.33,19.34,18.23,17.47,16.81
12-1-2022,13:9,559164,501004,58160,18184.1,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,89.95,61.0,38.5,21.9,11.1,5.35,18.22,17.62,17.09,16.51,15.91,15.73,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.6,10.2,14.7,21.0,31.3,46.25,21.59,20.33,19.34,18.23,17.47,16.81
12-1-2022,13:14,553851,501343,52508,18189.5,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,91.5,62.9,39.4,22.8,11.55,5.65,17.52,16.95,16.43,15.89,15.32,15.2,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.15,9.6,13.6,19.6,29.5,43.95,22.15,20.64,19.47,18.32,17.52,16.78
12-1-2022,13:19,554231,498052,56179,18175.9,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,84.45,56.95,35.75,20.3,10.45,5.1,17.52,16.95,16.43,15.89,15.32,15.2,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.9,10.7,15.35,22.4,33.55,49.95,22.15,20.64,19.47,18.32,17.52,16.78
12-1-2022,13:24,568983,490690,78293,18173.5,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,82.7,55.35,34.6,19.8,10.15,5.1,18.28,17.74,17.25,16.77,16.26,16.26,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.9,10.55,15.5,22.65,34.0,50.7,21.35,19.95,19.0,17.97,17.29,16.59
12-1-2022,13:29,573611,491107,82504,18170.65,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,82.45,55.1,34.4,19.6,9.95,5.0,18.28,17.74,17.25,16.77,16.26,16.26,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.9,10.75,15.65,22.75,34.1,50.8,21.35,19.95,19.0,17.97,17.29,16.59
12-1-2022,13:34,578616,491194,87422,18180.15,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,84.6,56.8,35.7,20.4,10.35,5.25,18.17,17.47,17.04,16.54,16.07,16.03,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.5,10.05,14.5,21.1,32.15,48.15,21.34,20.0,18.96,17.91,17.2,16.56
12-1-2022,13:39,573242,490965,82277,18193.15,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,89.7,60.45,38.25,21.85,11.15,5.6,18.17,17.47,17.04,16.54,16.07,16.03,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.95,9.1,12.95,18.65,28.35,43.0,21.34,20.0,18.96,17.91,17.2,16.56
12-1-2022,13:44,566943,489530,77413,18191.1,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,90.35,60.85,38.05,21.6,10.9,5.3,16.17,15.92,15.7,15.41,15.08,15.13,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.75,8.85,12.6,18.45,28.15,42.85,22.12,20.7,19.51,18.39,17.68,17.19
12-1-2022,13:49,566683,489678,77005,18189.4,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,91.75,62.25,39.15,22.3,11.3,5.45,16.17,15.92,15.7,15.41,15.08,15.13,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.65,8.65,12.35,17.95,27.55,41.9,22.12,20.7,19.51,18.39,17.68,17.19
12-1-2022,13:54,566848,492182,74666,18190.75,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,88.4,60.75,37.3,21.65,10.75,5.25,16.58,16.27,15.92,15.53,15.11,15.02,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.65,8.9,12.8,18.75,29.05,44.1,21.84,20.33,19.16,18.09,17.45,16.96
12-1-2022,13:59,565495,492525,72970,18168.3,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,81.05,54.15,33.65,18.95,9.65,4.85,16.58,16.27,15.92,15.53,15.11,15.02,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.6,10.35,15.3,22.35,33.9,50.65,21.84,20.33,19.16,18.09,17.45,16.96
12-1-2022,14:4,572718,488621,84097,18174.3,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,80.7,53.6,33.25,18.65,9.35,4.75,17.17,16.71,16.36,15.96,15.58,15.72,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.7,10.45,15.2,22.0,33.3,49.75,21.41,20.06,19.06,18.02,17.32,16.76
12-1-2022,14:9,572994,488160,84834,18164.25,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,78.8,52.0,32.05,17.9,9.0,4.6,17.17,16.71,16.36,15.96,15.58,15.72,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.8,10.5,15.3,22.1,33.55,50.5,21.41,20.06,19.06,18.02,17.32,16.76
12-1-2022,14:14,574323,490697,83626,18172.5,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,81.0,53.35,32.6,18.0,8.85,4.45,17.96,17.27,16.8,16.32,15.89,15.96,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.3,10.0,14.55,21.0,32.15,48.3,20.95,19.57,18.48,17.34,16.61,15.86
12-1-2022,14:19,578892,489258,89634,18170.45,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,81.8,53.9,33.05,18.1,8.85,4.4,17.96,17.27,16.8,16.32,15.89,15.96,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,7.45,10.25,14.6,21.0,31.85,47.95,20.95,19.57,18.48,17.34,16.61,15.86
12-1-2022,14:25,575841,488992,86849,18184.4,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,83.0,55.0,34.0,19.05,9.5,4.6,17.56,16.87,16.4,15.85,15.39,15.48,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.75,9.05,13.05,19.05,29.6,45.2,21.18,19.9,18.74,17.55,16.78,16.13
12-1-2022,14:30,573485,487732,85753,18178.55,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,81.35,53.7,33.0,18.35,9.1,4.45,17.56,16.87,16.4,15.85,15.39,15.48,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.8,9.05,13.2,19.6,30.4,46.6,21.18,19.9,18.74,17.55,16.78,16.13
12-1-2022,14:35,571742,486244,85498,18182.25,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,81.9,54.3,33.45,18.7,9.5,4.65,16.65,16.23,15.87,15.5,15.16,15.24,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.5,8.6,12.45,18.55,29.4,45.55,21.01,19.54,18.42,17.42,16.81,16.36
12-1-2022,14:40,561271,487303,73968,18192.65,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,87.4,58.4,36.5,21.0,10.9,5.4,16.65,16.23,15.87,15.5,15.16,15.24,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.2,7.95,11.2,16.5,26.0,40.9,21.01,19.54,18.42,17.42,16.81,16.36
12-1-2022,14:45,550436,484097,66339,18195.75,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,89.25,61.85,37.15,22.25,10.65,5.1,15.94,15.68,15.51,15.35,15.11,15.16,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,5.9,7.6,11.05,16.2,25.75,40.35,21.35,19.75,18.41,17.32,16.7,16.29
12-1-2022,14:50,544711,481719,62992,18190.6,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,87.6,58.15,35.95,20.05,9.95,4.7,15.94,15.68,15.51,15.35,15.11,15.16,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,6.05,8.0,11.45,16.8,26.35,41.25,21.35,19.75,18.41,17.32,16.7,16.29
12-1-2022,14:55,540842,501127,39715,18200.3,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,63.8,39.95,22.7,11.3,5.4,2.6,15.88,15.57,15.19,14.83,14.78,15.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,7.4,10.55,15.4,24.05,37.8,57.0,19.6,18.4,17.27,16.61,16.17,15.68
12-1-2022,15:0,533900,500168,33732,18206.05,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,65.35,41.05,23.2,11.5,5.3,2.6,15.88,15.57,15.19,14.83,14.78,15.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,6.9,9.7,14.25,22.1,35.2,54.0,19.6,18.4,17.27,16.61,16.17,15.68
12-1-2022,15:5,533900,500168,33732,18221.55,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,66.35,41.6,23.65,11.8,5.55,2.6,15.33,15.08,14.72,14.31,14.18,14.55,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,6.75,9.65,14.1,22.05,35.1,53.9,19.9,18.63,17.51,16.71,16.3,15.94
12-1-2022,15:10,490428,490449,21,18225.7,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,70.05,44.45,25.7,13.05,6.05,2.85,15.33,15.08,14.72,14.31,14.18,14.55,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,6.6,9.05,12.85,20.1,32.4,50.05,19.9,18.63,17.51,16.71,16.3,15.94
12-1-2022,15:15,483246,478627,4619,18217.8,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,68.8,43.5,24.65,12.2,5.65,2.6,15.01,14.85,14.53,14.2,14.1,14.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,6.8,9.4,13.15,20.15,31.6,49.15,20.2,18.77,17.45,16.67,16.24,15.98
12-1-2022,15:20,481977,472082,9895,18209.85,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,67.3,42.3,23.75,11.55,5.3,2.5,15.01,14.85,14.53,14.2,14.1,14.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,7.0,9.6,13.65,21.0,32.95,51.15,20.2,18.77,17.45,16.67,16.24,15.98
12-1-2022,15:25,485181,467647,17534,18207.3,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,64.0,39.8,22.6,11.2,5.15,2.35,15.97,15.52,14.99,14.39,14.21,14.46,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,7.1,9.8,13.95,22.0,34.8,53.8,20.04,18.64,17.28,16.34,15.62,15.2
12-1-2022,15:30,459886,425808,34078,18194.75,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,90.1,60.15,37.3,21.05,10.3,4.7,16.56,15.97,15.52,14.99,14.39,14.21,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,5.9,7.95,11.4,16.6,25.7,40.05,21.59,20.04,18.64,17.28,16.34,15.62
12-1-2022,15:35,471559,424129,47430,18212.35,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,60.5,37.8,21.0,10.7,4.95,2.35,16.02,15.65,15.28,14.79,14.54,14.71,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,7.6,11.35,15.85,25.45,39.35,60.0,19.84,18.62,17.48,16.64,16.11,15.69
13-1-2022,9:44,682336,571158,111178,18268.2,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,44.9,21.15,7.1,1.8,0.85,0.7,8.6,8.73,8.43,8.39,9.52,11.45,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,1.95,2.55,4.15,8.0,16.35,31.1,15.45,13.77,12.68,11.93,11.44,10.96
13-1-2022,9:49,690464,583802,106662,18261.75,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,44.5,20.65,6.75,1.8,0.8,0.7,0.0,9.8,0.0,0.0,9.78,11.48,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,1.8,2.35,3.8,7.4,15.8,30.55,15.13,0.0,11.86,0.0,0.0,0.0
13-1-2022,9:54,710509,601674,108835,18250.55,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,39.25,17.2,5.15,1.6,0.8,0.75,9.69,9.3,8.69,8.67,9.86,11.68,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,1.9,2.55,4.5,9.05,18.4,35.45,14.98,13.39,12.12,11.19,10.64,9.92
13-1-2022,9:59,661036,575012,86024,18245.5,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,69.0,36.0,15.35,4.45,1.35,0.75,8.59,8.56,8.51,8.1,8.53,9.84,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.5,2.0,2.9,5.0,10.15,20.45,16.73,15.07,13.69,12.6,11.89,11.4
13-1-2022,10:4,685842,584315,101527,18220.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,54.3,26.15,10.2,2.75,1.05,0.75,10.3,9.48,9.1,8.53,8.9,10.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.65,2.4,3.7,7.0,14.15,27.85,16.1,14.59,13.03,11.92,11.22,10.61
