Date,Time,Call OI,Put OI,Difference_in_OI,Nifty Spot,SP1_Call,SP2_Call,SP3_Call,SP4_Call,SP5_Call,SP6_Call,SP1_Call_Price_,SP2_Call_Price,SP3_Call_Price,SP4_Call_Price,SP5_Call_Price,SP6_Call_Price,SP1_Call_IV,SP2_Call_IV,SP3_Call_IV,SP4_Call_IV,SP5_Call_IV,SP6_Call_IV,SP1_Put,SP2_Put,SP3_Put,SP4_Put,SP5_Put,SP6_Put,SP1_Put_Price_,SP2_Put_Price,SP3_Put_Price,SP4_Put_Price,SP5_Put_Price,SP6_Put_Price,SP1_Put_IV,SP2_Put_IV,SP3_Put_IV,SP4_Put_IV,SP5_Put_IV,SP6_Put_IV
13-1-2022,10:9,704570,563735,140835,18217.8,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,51.4,25.8,10.6,3.0,1.1,0.8,10.3,9.48,9.1,8.53,8.9,10.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.85,2.7,4.2,8.2,16.5,31.75,16.1,14.59,13.03,11.92,11.22,10.61
13-1-2022,10:14,685823,519471,166352,18188.95,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,78.6,40.35,22.45,7.5,2.6,1.1,10.74,10.38,10.06,9.86,9.52,10.36,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,1.5,2.05,3.05,4.9,9.55,18.7,16.73,15.18,13.93,12.68,12.0,11.39
13-1-2022,10:19,735308,544944,190364,18203.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,47.35,23.05,9.25,2.65,1.15,0.85,10.38,10.06,9.86,9.52,10.36,12.1,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.85,2.7,4.05,8.05,16.25,32.15,15.18,13.93,12.68,12.0,11.39,10.96
13-1-2022,10:24,747031,545345,201686,18215.2,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,44.0,21.15,8.35,2.4,1.15,0.85,10.38,10.06,9.86,9.52,10.36,12.1,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.8,2.7,4.3,8.8,17.6,34.55,15.18,13.93,12.68,12.0,11.39,10.96
13-1-2022,10:29,759573,555766,203807,18207.7,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,47.1,22.7,8.9,2.6,1.1,0.85,9.52,9.46,9.38,9.13,10.0,11.62,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.75,2.6,4.15,8.15,16.0,30.4,15.41,13.98,12.49,11.62,10.98,10.7
13-1-2022,10:34,738635,532237,206398,18199.4,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,73.0,41.15,19.35,7.5,2.25,1.05,10.73,10.35,9.95,9.77,9.47,10.54,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,1.45,1.9,3.15,5.3,10.5,20.35,16.46,14.79,13.49,12.13,11.37,10.77
13-1-2022,10:39,757216,532850,224366,18191.8,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,66.2,36.0,15.95,5.85,1.85,1.1,10.73,10.35,9.95,9.77,9.47,10.54,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,1.55,2.05,3.3,5.9,11.95,23.0,16.46,14.79,13.49,12.13,11.37,10.77
13-1-2022,10:44,764703,516392,248311,18179.9,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,59.4,31.1,13.5,5.2,1.9,1.1,12.27,11.27,10.6,10.29,10.24,11.39,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,1.55,2.0,3.3,5.8,12.55,25.55,15.62,14.02,12.74,11.53,10.74,9.95
13-1-2022,10:49,795821,537116,258705,18210.6,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,37.85,16.9,6.35,1.95,1.05,0.9,11.27,10.6,10.29,10.24,11.39,13.27,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.65,2.5,3.95,8.5,18.0,35.35,14.02,12.74,11.53,10.74,9.95,9.07
13-1-2022,10:54,794024,538050,255974,18214.25,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,41.65,18.8,7.25,2.2,1.1,0.85,8.83,8.87,9.0,9.16,10.43,12.35,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.5,2.3,3.45,7.05,14.95,30.65,14.59,13.21,11.81,11.19,10.71,10.35
13-1-2022,10:59,791083,552527,238556,18207.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,40.75,17.7,6.65,1.95,1.05,0.9,8.83,8.87,9.0,9.16,10.43,12.35,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.45,2.2,3.45,6.65,14.1,29.35,14.59,13.21,11.81,11.19,10.71,10.35
13-1-2022,11:4,793015,558102,234913,18211.4,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,41.0,17.9,6.5,1.85,1.0,0.8,7.42,7.76,8.19,8.47,9.86,11.7,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.45,2.25,3.6,7.1,14.55,29.45,14.84,13.61,12.27,11.45,10.83,10.56
13-1-2022,11:9,801811,571441,230370,18210.7,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,40.45,17.4,6.25,1.85,1.0,0.8,7.42,7.76,8.19,8.47,9.86,11.7,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.45,2.3,3.6,7.0,14.05,28.9,14.84,13.61,12.27,11.45,10.83,10.56
13-1-2022,11:14,806989,581506,225483,18212.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,41.2,17.8,6.45,1.85,1.05,0.75,8.22,8.24,8.47,8.6,9.98,11.78,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.35,2.0,3.2,6.2,12.9,26.85,14.73,13.39,11.96,11.0,10.09,9.55
13-1-2022,11:19,806265,584737,221528,18226.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,43.15,18.85,6.75,1.9,1.05,0.75,8.22,8.24,8.47,8.6,9.98,11.78,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.2,1.75,2.55,4.95,10.95,24.3,14.73,13.39,11.96,11.0,10.09,9.55
13-1-2022,11:24,805932,590325,215607,18224.25,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,46.6,20.45,7.0,1.85,0.95,0.75,7.29,7.61,7.94,8.15,9.58,11.22,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.2,1.75,2.5,4.65,9.85,21.6,14.67,13.22,11.62,10.56,9.87,9.5
13-1-2022,11:29,792336,596432,195904,18230.5,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,48.75,21.4,7.25,1.8,0.95,0.65,7.29,7.61,7.94,8.15,9.58,11.22,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.15,1.65,2.25,4.05,8.6,19.65,14.67,13.22,11.62,10.56,9.87,9.5
13-1-2022,11:34,795686,600640,195046,18227.5,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,43.8,17.75,5.6,1.4,0.8,0.6,6.93,7.18,7.38,7.53,8.96,10.55,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.15,1.85,2.8,5.3,10.7,22.75,15.11,13.63,11.99,10.7,9.72,9.24
13-1-2022,11:39,799508,605564,193944,18223.7,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,44.1,17.55,5.45,1.3,0.65,0.55,6.93,7.18,7.38,7.53,8.96,10.55,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.15,1.75,2.6,4.85,9.6,21.95,15.11,13.63,11.99,10.7,9.72,9.24
13-1-2022,11:44,796631,607166,189465,18227.0,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,48.0,19.75,6.05,1.4,0.65,0.5,7.45,7.19,7.33,7.51,8.84,10.7,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.05,1.6,2.3,4.0,8.25,18.6,14.6,13.25,11.79,10.54,9.52,8.92
13-1-2022,11:49,794567,607290,187277,18234.3,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,49.8,20.95,6.6,1.5,0.7,0.5,7.45,7.19,7.33,7.51,8.84,10.7,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.0,1.5,2.15,3.8,7.65,17.8,14.6,13.25,11.79,10.54,9.52,8.92
13-1-2022,11:54,785897,611847,174050,18237.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,52.15,22.15,6.75,1.4,0.65,0.5,6.11,6.55,6.77,7.0,8.21,9.82,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.0,1.5,2.05,3.5,6.85,16.75,14.9,13.4,11.97,10.67,9.61,9.18
13-1-2022,11:59,778018,622977,155041,18245.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,55.35,23.75,7.45,1.5,0.65,0.5,6.11,6.55,6.77,7.0,8.21,9.82,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.05,1.45,1.95,2.9,5.35,13.9,14.9,13.4,11.97,10.67,9.61,9.18
13-1-2022,12:4,779579,637645,141934,18243.05,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,56.45,21.55,6.95,1.25,0.6,0.4,5.25,6.01,6.42,6.49,7.85,9.49,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.05,1.55,2.15,3.05,6.15,13.2,15.36,13.85,12.14,10.6,9.24,8.89
13-1-2022,12:9,757843,646424,111419,18247.75,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,56.15,23.9,7.4,1.35,0.55,0.4,5.25,6.01,6.42,6.49,7.85,9.49,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.2,1.65,2.1,3.4,6.15,14.35,15.36,13.85,12.14,10.6,9.24,8.89
13-1-2022,12:14,764492,651909,112583,18242.8,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,55.05,23.15,7.05,1.3,0.55,0.4,6.18,6.3,6.43,6.46,7.71,9.55,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.1,1.5,2.05,3.3,5.95,14.4,15.62,14.03,12.19,10.72,9.35,8.69
13-1-2022,12:19,824173,671359,152814,18254.4,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,26.05,7.45,1.45,0.6,0.4,0.45,6.3,6.43,6.46,7.71,9.55,11.55,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,1.5,1.85,2.7,4.7,12.6,27.3,14.03,12.19,10.72,9.35,8.69,8.29
13-1-2022,12:24,772335,661933,110402,18241.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,55.5,23.0,7.15,1.35,0.55,0.4,5.19,5.77,6.2,6.29,7.49,9.34,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.1,1.5,2.0,3.15,5.9,14.05,15.63,14.03,12.33,10.68,9.28,8.65
13-1-2022,12:32,776111,663806,112305,18239.85,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,44.7,16.8,5.15,1.25,0.55,0.45,5.19,5.77,6.2,6.69,7.87,9.34,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,1.15,1.5,2.2,3.8,7.4,17.9,15.63,13.63,11.96,10.48,9.28,8.65
13-1-2022,12:37,778369,654784,123585,18226.8,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,43.7,16.45,4.65,1.1,0.55,0.5,5.76,6.03,6.41,6.69,7.87,9.54,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.95,1.3,1.9,3.45,7.15,18.0,15.26,13.63,11.96,10.48,9.16,8.56
13-1-2022,12:42,784011,646070,137941,18221.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,40.4,15.2,4.4,1.05,0.55,0.5,5.76,6.03,6.41,6.69,7.87,9.54,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.95,1.35,2.0,3.65,7.7,19.4,15.26,13.63,11.96,10.48,9.16,8.56
13-1-2022,12:47,780940,632395,148545,18230.5,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,45.3,17.7,5.2,1.1,0.55,0.4,6.74,6.65,6.83,7.36,8.69,10.48,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.1,1.5,2.5,5.1,15.2,14.21,12.67,11.06,9.85,8.6,8.09
13-1-2022,12:52,781680,632168,149512,18217.05,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,38.2,14.1,4.25,1.05,0.55,0.45,6.74,6.65,6.83,7.36,8.69,10.48,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.1,1.65,3.2,7.35,19.75,14.21,12.67,11.06,9.85,8.6,8.09
13-1-2022,12:57,795650,621416,174234,18209.35,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,38.8,14.05,4.05,1.0,0.6,0.45,6.08,6.44,6.87,7.47,8.84,10.62,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.15,1.75,2.9,7.2,18.05,13.6,12.01,10.55,9.35,8.16,8.09
13-1-2022,13:2,801182,624666,176516,18210.6,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,35.95,12.8,3.7,0.95,0.55,0.5,6.69,6.67,7.06,7.43,8.99,10.76,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.15,1.8,3.4,7.9,20.7,13.19,12.01,10.38,9.12,8.03,7.61
13-1-2022,13:7,801479,624683,176796,18218.5,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,36.2,12.9,3.7,0.95,0.6,0.5,6.69,6.67,7.06,7.43,8.99,10.76,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.75,1.1,1.6,3.05,7.0,19.8,13.19,11.85,10.38,9.12,8.03,7.61
13-1-2022,13:12,805853,624524,181329,18211.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,35.15,11.9,3.3,0.9,0.55,0.5,7.11,6.78,7.08,7.6,9.34,10.98,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.1,1.7,3.1,7.35,19.0,13.22,11.7,10.17,8.81,7.62,7.06
13-1-2022,13:17,806404,623912,182492,18210.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,31.95,10.35,2.95,0.9,0.5,0.4,7.11,6.78,7.08,7.6,9.34,10.98,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.15,1.8,3.55,7.9,21.25,13.22,11.7,10.17,8.81,7.62,7.06
13-1-2022,13:22,804395,604980,199415,18204.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,24.15,6.7,1.9,0.8,0.55,0.45,7.11,6.78,7.08,7.6,9.34,10.98,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.8,1.3,2.15,4.45,10.6,27.3,13.22,11.7,10.17,8.81,7.62,7.06
13-1-2022,13:27,784847,539881,244966,18188.0,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,54.95,22.2,5.5,1.45,0.8,0.55,6.6,6.34,6.22,6.84,7.64,9.27,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,0.6,0.75,1.25,1.95,4.15,10.6,14.6,12.92,11.67,10.02,8.73,7.63
13-1-2022,13:32,784680,538293,246387,18194.55,18150.0,18200.0,18250.0,18300.0,18350.0,18400.0,63.55,27.0,7.2,1.95,0.85,0.55,6.6,6.18,6.22,6.84,7.64,9.27,17900.0,17950.0,18000.0,18050.0,18100.0,18150.0,0.5,0.65,1.0,1.65,3.15,7.6,14.6,12.92,11.67,10.02,8.73,7.63
13-1-2022,13:39,793007,596153,196854,18225.25,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,35.4,11.5,2.7,0.95,0.6,0.45,6.18,6.06,6.88,8.07,9.8,11.7,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.5,0.65,0.85,1.4,3.15,13.15,12.52,10.99,9.53,8.25,7.27,6.77
13-1-2022,13:44,786274,596708,189566,18223.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,34.55,9.8,2.4,0.85,0.55,0.45,4.23,4.92,5.77,6.87,8.48,10.12,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.5,0.7,0.95,1.6,3.6,13.4,13.08,11.43,9.76,8.24,6.99,6.67
13-1-2022,13:49,777359,601421,175938,18227.4,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,39.2,11.45,2.9,0.85,0.5,0.4,4.23,4.92,5.77,6.87,8.48,10.12,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.4,0.6,0.85,1.4,2.8,10.65,13.08,11.43,9.76,8.24,6.99,6.67
13-1-2022,13:54,780283,602534,177749,18227.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,40.5,11.8,2.65,0.8,0.5,0.4,4.6,4.91,5.76,6.78,8.41,10.16,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.45,0.65,0.85,1.25,2.3,9.45,12.66,11.25,9.71,8.13,6.49,6.24
13-1-2022,13:59,770779,604747,166032,18234.25,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,39.35,11.9,2.8,0.7,0.4,0.4,4.6,4.91,5.76,6.78,8.41,10.16,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.45,0.55,0.65,0.95,1.75,8.85,12.66,11.25,9.71,8.13,6.49,6.24
13-1-2022,14:4,770697,606476,164221,18241.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,48.9,16.45,3.4,0.75,0.4,0.3,3.83,4.63,5.36,6.22,7.78,9.8,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.45,0.55,0.7,0.95,1.5,5.85,13.01,11.48,9.71,8.02,6.32,5.92
13-1-2022,14:9,756394,596776,159618,18236.3,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,45.45,13.25,2.9,0.6,0.35,0.25,3.83,4.63,5.36,6.22,7.78,9.8,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.4,0.55,0.7,1.0,1.7,5.9,13.01,11.48,9.71,8.02,6.32,5.92
13-1-2022,14:14,757004,596030,160974,18223.4,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,33.35,7.7,1.55,0.45,0.3,0.2,1.72,4.1,4.93,5.75,7.36,8.97,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.4,0.6,0.75,1.1,2.0,8.75,13.47,11.61,9.9,8.19,6.48,5.57
13-1-2022,14:19,748567,586614,161953,18224.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,35.7,7.95,1.65,0.45,0.25,0.2,1.72,4.1,4.93,5.75,7.36,8.97,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.3,0.4,0.6,0.95,1.55,6.65,13.47,11.61,9.9,8.19,6.48,5.57
13-1-2022,14:24,744654,581549,163105,18225.15,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,31.2,6.2,1.0,0.4,0.25,0.2,4.0,4.18,5.0,6.11,7.7,9.06,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.25,0.45,0.6,0.9,1.75,8.15,11.91,10.6,9.17,7.41,5.69,4.95
13-1-2022,14:29,735499,575755,159744,18224.0,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,30.7,5.75,0.95,0.4,0.25,0.15,4.0,4.18,5.0,6.11,7.7,9.06,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.3,0.4,0.5,0.7,1.45,8.45,11.91,10.6,9.17,7.41,5.69,4.95
13-1-2022,14:34,729244,571547,157697,18221.0,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,29.55,5.35,0.7,0.3,0.15,0.15,3.32,3.71,4.54,6.1,7.48,9.06,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.2,0.3,0.4,0.5,0.95,8.1,11.92,10.43,8.7,7.04,5.3,5.04
13-1-2022,14:39,719548,565801,153747,18206.95,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,23.0,3.8,0.5,0.25,0.15,0.1,3.32,3.71,4.54,6.1,7.48,9.06,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.2,0.4,0.5,0.65,1.4,11.0,11.92,10.43,8.7,7.04,5.3,5.04
13-1-2022,14:44,716367,563898,152469,18210.9,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,26.65,3.75,0.45,0.2,0.15,0.1,3.72,4.02,4.68,6.4,8.14,9.27,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.25,0.3,0.35,0.5,1.05,7.65,11.28,9.75,7.98,6.25,4.64,4.5
13-1-2022,14:49,705352,554298,151054,18216.65,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,22.85,2.25,0.35,0.2,0.1,0.1,3.72,4.02,4.68,6.4,8.14,9.27,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.2,0.25,0.35,0.45,1.0,7.05,11.28,9.75,7.98,6.25,4.64,4.5
13-1-2022,14:54,701620,546552,155068,18219.6,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,24.15,1.65,0.25,0.2,0.1,0.05,0.0,2.68,3.91,5.62,7.3,8.16,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.15,0.15,0.25,0.35,0.9,5.75,11.19,9.93,8.32,6.48,4.87,3.96
13-1-2022,14:59,688715,548261,140454,18217.2,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,24.6,1.55,0.3,0.15,0.1,0.05,0.0,2.68,3.91,5.62,7.3,8.16,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.15,0.1,0.2,0.25,0.75,4.8,11.19,9.93,8.32,6.48,4.87,3.96
13-1-2022,15:4,646217,530954,115263,18240.6,18200.0,18250.0,18300.0,18350.0,18400.0,18450.0,43.1,4.0,0.5,0.25,0.15,0.05,2.22,2.33,3.98,5.77,7.44,8.28,17950.0,18000.0,18050.0,18100.0,18150.0,18200.0,0.05,0.15,0.2,0.15,0.25,0.8,11.06,8.83,7.35,5.81,4.28,3.2
13-1-2022,15:9,694806,514594,180212,18257.3,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,5.75,0.5,0.15,0.2,0.05,0.1,2.33,3.98,5.77,7.44,8.28,10.59,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,0.1,0.1,0.15,0.15,0.35,2.95,8.83,7.35,5.81,4.28,3.2,3.45
13-1-2022,15:14,647984,509602,138382,18253.65,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,11.0,0.25,0.1,0.05,0.05,0.1,0.0,2.29,4.16,5.81,7.09,9.34,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,0.05,0.1,0.1,0.15,0.25,0.95,9.43,7.75,6.49,5.05,3.32,2.13
13-1-2022,15:19,628025,494657,133368,18264.85,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,9.25,0.15,0.05,0.05,0.05,0.05,0.0,2.29,4.16,5.81,7.09,9.34,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,0.1,0.1,0.1,0.1,0.15,0.85,9.43,7.75,6.49,5.05,3.32,2.13
13-1-2022,15:24,595416,471805,123611,18261.15,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,8.85,0.1,0.05,0.05,0.05,0.05,0.0,1.58,3.31,5.06,6.76,8.41,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,0.05,0.05,0.05,0.1,0.05,0.1,9.75,8.07,6.84,5.0,3.25,1.48
13-1-2022,15:37,528143,375915,152228,18257.8,18250.0,18300.0,18350.0,18400.0,18450.0,18500.0,7.95,0.05,0.05,0.05,0.05,0.05,0.0,1.6,3.46,5.21,6.9,8.55,18000.0,18050.0,18100.0,18150.0,18200.0,18250.0,0.05,0.05,0.05,0.05,0.05,0.05,9.61,7.93,6.23,4.49,2.68,0.72
